Epoch: 0, Loss: 0.05799011484836228, Learning rate: [0.005], Start:17:13:01.958292 - End:17:14:40.885796, Prediction: [0.06667299568653107].
Epoch: 47, Loss: 0.010235325775647652, Learning rate: [0.0028440004613822984], Start:19:26:23.594722 - End:19:30:27.453733, Prediction: [0.6890683770179749].
Epoch: 48, Loss: 0.01187282653969305, Learning rate: [0.0028440004613822984], Start:19:30:27.454730 - End:19:34:30.309426, Prediction: [0.7822133898735046].
Epoch: 49, Loss: 0.011609024787758245, Learning rate: [0.0028440004613822984], Start:19:34:30.309426 - End:19:38:24.903713, Prediction: [0.8145939707756042].
Epoch: 50, Loss: 0.011117324669612572, Learning rate: [0.0027018004383131834], Start:19:38:24.904711 - End:19:43:28.577781, Prediction: [0.8308789730072021].
Epoch: 51, Loss: 0.013602498444961385, Learning rate: [0.0027018004383131834], Start:19:43:28.578779 - End:19:48:46.614468, Prediction: [0.7681041359901428].
Epoch: 52, Loss: 0.014459859714261256, Learning rate: [0.0027018004383131834], Start:19:48:46.615465 - End:19:54:04.180920, Prediction: [0.719960629940033].
Epoch: 53, Loss: 0.012502775305183605, Learning rate: [0.002566710416397524], Start:19:54:04.181918 - End:19:59:20.535105, Prediction: [0.6942777633666992].
Epoch: 54, Loss: 0.014381421187426895, Learning rate: [0.002566710416397524], Start:19:59:20.542087 - End:20:04:21.984985, Prediction: [0.6511834859848022].
Epoch: 55, Loss: 0.012675821601005737, Learning rate: [0.002566710416397524], Start:20:04:21.985982 - End:20:09:05.462035, Prediction: [0.8120161890983582].
Epoch: 56, Loss: 0.013458717459870968, Learning rate: [0.0024383748955776477], Start:20:09:05.462035 - End:20:13:24.479847, Prediction: [0.8253952264785767].
Epoch: 57, Loss: 0.009185542612394784, Learning rate: [0.0024383748955776477], Start:20:13:24.479847 - End:20:17:29.339182, Prediction: [0.7373554110527039].
Epoch: 58, Loss: 0.010005791237636003, Learning rate: [0.0024383748955776477], Start:20:17:29.340180 - End:20:21:36.058332, Prediction: [0.7921887636184692].
Epoch: 59, Loss: 0.013955596692103427, Learning rate: [0.0024383748955776477], Start:20:21:36.059330 - End:20:24:45.001473, Prediction: [0.7855115532875061].
Epoch: 60, Loss: 0.013173981524887494, Learning rate: [0.002316456150798765], Start:20:24:45.002471 - End:20:26:19.513337, Prediction: [0.7816444039344788].
Epoch: 61, Loss: 0.011577237943129148, Learning rate: [0.002316456150798765], Start:20:26:19.514332 - End:20:28:19.630692, Prediction: [0.7598609924316406].
Epoch: 62, Loss: 0.009230026060540695, Learning rate: [0.002316456150798765], Start:20:28:19.631689 - End:20:30:55.467736, Prediction: [0.7515164613723755].
Epoch: 63, Loss: 0.013147152992896736, Learning rate: [0.0022006333432588268], Start:20:30:55.468733 - End:20:35:45.081824, Prediction: [0.6597049236297607].
Epoch: 64, Loss: 0.011792491199739743, Learning rate: [0.0022006333432588268], Start:20:35:45.082822 - End:20:40:24.483546, Prediction: [0.7399778366088867].
Epoch: 65, Loss: 0.009550644889241084, Learning rate: [0.0022006333432588268], Start:20:40:24.484543 - End:20:44:31.028966, Prediction: [0.7722436785697937].
Epoch: 66, Loss: 0.010385977753612679, Learning rate: [0.0020906016760958855], Start:20:44:31.029964 - End:20:49:14.749740, Prediction: [0.6365995407104492].
Epoch: 67, Loss: 0.016113580401652144, Learning rate: [0.0020906016760958855], Start:20:49:14.750737 - End:20:53:28.721204, Prediction: [0.7353322505950928].
Epoch: 68, Loss: 0.01496496561623644, Learning rate: [0.0020906016760958855], Start:20:53:28.721204 - End:20:57:56.446348, Prediction: [0.7571783661842346].
Epoch: 69, Loss: 0.01597424545616377, Learning rate: [0.001986071592291091], Start:20:57:56.447345 - End:21:02:23.948320, Prediction: [0.8471866846084595].
Epoch: 70, Loss: 0.011839955679606646, Learning rate: [0.001986071592291091], Start:21:02:23.949317 - End:21:06:55.986244, Prediction: [0.8125889897346497].
Epoch: 71, Loss: 0.013416382896102731, Learning rate: [0.001986071592291091], Start:21:06:55.987241 - End:21:11:02.514119, Prediction: [0.8820840716362].
Epoch: 72, Loss: 0.014189792446122737, Learning rate: [0.0018867680126765363], Start:21:11:02.514119 - End:21:15:10.533059, Prediction: [0.7322168946266174].
Epoch: 73, Loss: 0.012413245516363532, Learning rate: [0.0018867680126765363], Start:21:15:10.534056 - End:21:18:15.366310, Prediction: [0.7370004057884216].
Epoch: 74, Loss: 0.011451273554121144, Learning rate: [0.0018867680126765363], Start:21:18:15.367307 - End:21:21:25.823564, Prediction: [0.8294613361358643].
Epoch: 75, Loss: 0.01123271649092203, Learning rate: [0.0017924296120427094], Start:21:21:25.824561 - End:21:24:48.448402, Prediction: [0.8000444769859314].
Epoch: 76, Loss: 0.01020055922694155, Learning rate: [0.0017924296120427094], Start:21:24:48.449399 - End:21:29:08.548526, Prediction: [0.8266539573669434].
Epoch: 77, Loss: 0.01367183328489773, Learning rate: [0.0017924296120427094], Start:21:29:08.549523 - End:21:33:09.470698, Prediction: [0.720337450504303].
Epoch: 78, Loss: 0.009546452897775453, Learning rate: [0.0017028081314405738], Start:21:33:09.471696 - End:21:37:25.860323, Prediction: [0.6153911352157593].
Epoch: 79, Loss: 0.011763138167298166, Learning rate: [0.0017028081314405738], Start:21:37:25.861320 - End:21:41:38.857193, Prediction: [0.6585481762886047].
Epoch: 80, Loss: 0.011688689335715026, Learning rate: [0.0017028081314405738], Start:21:41:38.863686 - End:21:45:34.646108, Prediction: [0.8337653875350952].
Epoch: 81, Loss: 0.014503724272944964, Learning rate: [0.0016176677248685451], Start:21:45:34.647105 - End:21:49:38.423388, Prediction: [0.7804048657417297].

Epoch: 49, Loss: 0.00891868487582542, Learning rate: [0.004769354355200001], Start:12:24:31.751381 - End:12:26:45.146239, Prediction: [0.8202239871025085].
Epoch: 50, Loss: 0.013293281063961332, Learning rate: [0.004769354355200001], Start:12:26:45.146239 - End:12:28:59.379669, Prediction: [0.7970909476280212].
Epoch: 51, Loss: 0.011668441164656542, Learning rate: [0.004769354355200001], Start:12:28:59.380666 - End:12:34:14.542372, Prediction: [0.7527478337287903].
Epoch: 52, Loss: 0.014630358832509955, Learning rate: [0.004769354355200001], Start:12:34:14.543370 - End:12:39:35.003518, Prediction: [0.7142086029052734].
Epoch: 53, Loss: 0.009471417046734132, Learning rate: [0.0038154834841600013], Start:12:39:35.004516 - End:12:44:58.058252, Prediction: [0.5129852890968323].
Epoch: 54, Loss: 0.010940915546088946, Learning rate: [0.0038154834841600013], Start:12:44:58.059250 - End:12:50:12.528220, Prediction: [0.7800673842430115].
Epoch: 55, Loss: 0.011512957171071321, Learning rate: [0.0038154834841600013], Start:12:50:12.529217 - End:12:55:27.286398, Prediction: [0.8730124235153198].
Epoch: 56, Loss: 0.014619626056810376, Learning rate: [0.0038154834841600013], Start:12:55:27.286398 - End:13:00:47.814354, Prediction: [0.7551021575927734].
#
Epoch: 58, Loss: 0.012394455806715996, Learning rate: [0.0038154834841600013], Start:08:40:32.026983 - End:08:46:18.270288, Prediction: [0.7969558835029602].
Epoch: 59, Loss: 0.012533959506545216, Learning rate: [0.0038154834841600013], Start:08:46:18.271286 - End:08:52:22.513218, Prediction: [0.763306736946106].
Epoch: 60, Loss: 0.013617322974168929, Learning rate: [0.0038154834841600013], Start:08:52:22.514215 - End:08:58:14.171673, Prediction: [0.7289864420890808].
Epoch: 61, Loss: 0.014058186504407787, Learning rate: [0.0038154834841600013], Start:08:58:14.172670 - End:09:08:16.583353, Prediction: [0.7702797055244446].
Epoch: 62, Loss: 0.013277591810328886, Learning rate: [0.0038154834841600013], Start:09:08:16.584351 - End:09:18:05.374104, Prediction: [0.7446115612983704].
Epoch: 63, Loss: 0.010715951242018492, Learning rate: [0.0038154834841600013], Start:09:18:05.375103 - End:09:39:03.209942, Prediction: [0.4687090516090393].
Epoch: 64, Loss: 0.012485580796492287, Learning rate: [0.0038154834841600013], Start:09:39:03.210939 - End:10:03:54.989307, Prediction: [0.6602950096130371].
Epoch: 65, Loss: 0.011318951440625825, Learning rate: [0.0038154834841600013], Start:10:03:54.989307 - End:10:14:17.530282, Prediction: [0.7956281304359436].
Epoch: 66, Loss: 0.014072083924547769, Learning rate: [0.0038154834841600013], Start:10:14:17.531279 - End:10:20:18.588637, Prediction: [0.7852495312690735].
Epoch: 67, Loss: 0.009089231654943433, Learning rate: [0.0038154834841600013], Start:10:20:18.589635 - End:10:26:23.703384, Prediction: [0.817099928855896].
Epoch: 68, Loss: 0.012631981002632528, Learning rate: [0.0038154834841600013], Start:10:26:23.704381 - End:10:32:03.890862, Prediction: [0.8481038808822632].
Epoch: 69, Loss: 0.011395049068232766, Learning rate: [0.0038154834841600013], Start:10:32:03.891860 - End:10:37:52.029495, Prediction: [0.6661964058876038].
Epoch: 70, Loss: 0.009277818865084555, Learning rate: [0.0038154834841600013], Start:10:37:52.029495 - End:10:44:21.585739, Prediction: [0.8047294616699219].
Epoch: 71, Loss: 0.011734686936251819, Learning rate: [0.0038154834841600013], Start:10:44:21.586736 - End:10:50:10.562703, Prediction: [0.6996332406997681].
Epoch: 72, Loss: 0.011314303397957701, Learning rate: [0.0030523867873280012], Start:10:50:10.563700 - End:10:56:09.581819, Prediction: [0.6252912282943726].
Epoch: 73, Loss: 0.010095120037876769, Learning rate: [0.0030523867873280012], Start:10:56:09.582816 - End:11:02:13.591047, Prediction: [0.7393983006477356].
Epoch: 74, Loss: 0.01130095564032672, Learning rate: [0.0030523867873280012], Start:11:02:13.592045 - End:11:07:57.628623, Prediction: [0.7894548177719116].
Epoch: 75, Loss: 0.01128759386803722, Learning rate: [0.0030523867873280012], Start:11:07:57.628623 - End:11:13:38.733976, Prediction: [0.770544171333313].
Epoch: 76, Loss: 0.009156262477918063, Learning rate: [0.0030523867873280012], Start:11:13:38.734974 - End:11:19:29.275199, Prediction: [0.761839747428894].
Epoch: 77, Loss: 0.010799207783711608, Learning rate: [0.0024419094298624012], Start:11:19:29.275199 - End:11:26:33.953998, Prediction: [0.603117823600769].
Epoch: 78, Loss: 0.011111791784496745, Learning rate: [0.0024419094298624012], Start:11:26:33.954996 - End:11:33:27.917762, Prediction: [0.5700986981391907].
Epoch: 79, Loss: 0.008777827400481329, Learning rate: [0.0024419094298624012], Start:11:33:27.918759 - End:11:39:37.499487, Prediction: [0.7934813499450684].
Epoch: 80, Loss: 0.01042898032872472, Learning rate: [0.0024419094298624012], Start:11:39:37.500485 - End:11:45:30.834582, Prediction: [0.8111499547958374].
Epoch: 81, Loss: 0.010022595585032832, Learning rate: [0.0024419094298624012], Start:11:45:30.835579 - End:11:48:58.029137, Prediction: [0.847629189491272].
Epoch: 82, Loss: 0.00861525162239559, Learning rate: [0.0024419094298624012], Start:11:48:58.029137 - End:11:52:26.799225, Prediction: [0.7635266780853271].
Epoch: 83, Loss: 0.010074809255602304, Learning rate: [0.0024419094298624012], Start:11:52:26.800223 - End:11:56:43.889884, Prediction: [0.8555749654769897].
Epoch: 84, Loss: 0.010170299911260372, Learning rate: [0.0024419094298624012], Start:11:56:43.890881 - End:12:00:42.749613, Prediction: [0.8488806486129761].
Epoch: 85, Loss: 0.011502741286531091, Learning rate: [0.0024419094298624012], Start:12:00:42.749613 - End:12:02:50.275289, Prediction: [0.8313532471656799].
Epoch: 86, Loss: 0.010102747877826914, Learning rate: [0.0024419094298624012], Start:12:02:50.276286 - End:12:04:58.304869, Prediction: [0.8157617449760437].
Epoch: 87, Loss: 0.008823843554055202, Learning rate: [0.001953527543889921], Start:12:04:58.305867 - End:12:09:29.426567, Prediction: [0.8500121235847473].
Epoch: 88, Loss: 0.0107745992729906, Learning rate: [0.001953527543889921], Start:12:09:29.426567 - End:12:15:39.469939, Prediction: [0.8061482906341553].
Epoch: 89, Loss: 0.009945179150381591, Learning rate: [0.001953527543889921], Start:12:15:39.470937 - End:12:22:18.623738, Prediction: [0.8404074311256409].
Epoch: 90, Loss: 0.008109046014433262, Learning rate: [0.001953527543889921], Start:12:22:18.624735 - End:12:28:18.698348, Prediction: [0.8292216062545776].
Epoch: 91, Loss: 0.009499622058065142, Learning rate: [0.001953527543889921], Start:12:28:18.699345 - End:12:34:33.784667, Prediction: [0.9040981531143188].
Epoch: 92, Loss: 0.01078212241991423, Learning rate: [0.001953527543889921], Start:12:34:33.785665 - End:12:40:32.290155, Prediction: [0.8227178454399109].
Epoch: 93, Loss: 0.013562667305232026, Learning rate: [0.001953527543889921], Start:12:40:32.291153 - End:12:45:28.277470, Prediction: [0.8068610429763794].
Epoch: 94, Loss: 0.010986885796883143, Learning rate: [0.001953527543889921], Start:12:45:28.278468 - End:13:02:47.166734, Prediction: [0.7168029546737671].
Epoch: 95, Loss: 0.012696657109772786, Learning rate: [0.001562822035111937], Start:13:02:47.167731 - End:13:10:26.693885, Prediction: [0.8257697224617004].
#
Epoch: 92, Loss: 0.011264437081199898, Learning rate: [0.001953527543889921], Start:13:18:14.933627 - End:14:06:38.376430, Prediction: [0.8722500205039978].
Epoch: 93, Loss: 0.011178650986874995, Learning rate: [0.001953527543889921], Start:14:06:38.377428 - End:14:52:39.183854, Prediction: [0.7900490164756775].
Epoch: 94, Loss: 0.011280703589277874, Learning rate: [0.001953527543889921], Start:14:52:39.184852 - End:15:40:26.374063, Prediction: [0.8188475966453552].
Epoch: 95, Loss: 0.011281733449376226, Learning rate: [0.001953527543889921], Start:15:40:26.375061 - End:16:23:04.576621, Prediction: [0.8494009971618652].
Epoch: 96, Loss: 0.011331559517790541, Learning rate: [0.001953527543889921], Start:16:23:04.576621 - End:16:57:43.403100, Prediction: [0.6845710277557373].
Epoch: 97, Loss: 0.011259059871080713, Learning rate: [0.001953527543889921], Start:16:57:43.403100 - End:17:11:31.046814, Prediction: [0.8353780508041382].
Epoch: 98, Loss: 0.011411025767762673, Learning rate: [0.0019144569930121225], Start:17:11:31.047811 - End:17:25:17.548078, Prediction: [0.8133003115653992].
Epoch: 99, Loss: 0.011181374254895815, Learning rate: [0.0019144569930121225], Start:17:25:17.549076 - End:17:39:05.788692, Prediction: [0.8617907166481018].
Epoch: 100, Loss: 0.011036757775312791, Learning rate: [0.0019144569930121225], Start:17:39:05.790687 - End:17:52:53.385027, Prediction: [0.8611602187156677].
Epoch: 101, Loss: 0.011176342098353213, Learning rate: [0.0019144569930121225], Start:17:52:53.385027 - End:18:06:41.340897, Prediction: [0.7606084942817688].
Epoch: 102, Loss: 0.011367422706770875, Learning rate: [0.0019144569930121225], Start:18:06:41.341894 - End:18:20:28.494405, Prediction: [0.8480743765830994].
Epoch: 103, Loss: 0.011536207405032138, Learning rate: [0.0019144569930121225], Start:18:20:28.494405 - End:18:34:17.147891, Prediction: [0.82396399974823].
Epoch: 104, Loss: 0.011000845860571592, Learning rate: [0.0019144569930121225], Start:18:34:17.148888 - End:18:48:04.932205, Prediction: [0.8590158820152283].
Epoch: 105, Loss: 0.011429937048183049, Learning rate: [0.0019144569930121225], Start:18:48:04.932205 - End:19:01:52.068253, Prediction: [0.822737455368042].
Epoch: 106, Loss: 0.011273668225926048, Learning rate: [0.0019144569930121225], Start:19:01:52.069251 - End:19:17:00.679813, Prediction: [0.8412355184555054].
Epoch: 107, Loss: 0.011149957596783994, Learning rate: [0.0019144569930121225], Start:19:17:00.680811 - End:19:32:16.505574, Prediction: [0.8828277587890625].
# batch_size = 16
Epoch: 108, Loss: 0.010516747332700827, Learning rate: [0.0019144569930121225], Start:22:31:56.994633 - End:01:25:32.497944, Prediction: [0.7341305613517761].
Epoch: 109, Loss: 0.010577894947963837, Learning rate: [0.0019144569930121225], Start:01:25:32.552799 - End:04:12:12.644738, Prediction: [0.6674878001213074].
Epoch: 110, Loss: 0.01059270453450428, Learning rate: [0.0019144569930121225], Start:04:12:12.645736 - End:07:03:22.819073, Prediction: [0.8035840392112732].
Epoch: 111, Loss: 0.01068020105495926, Learning rate: [0.0019144569930121225], Start:07:03:22.819073 - End:10:03:14.479186, Prediction: [0.7938235402107239].
# further testing batch_size = 8
Epoch: 112, Loss: 0.012325366131553892, Learning rate: [0.0019144569930121225], Start:10:31:13.616646 - End:10:37:47.096355, Prediction: [0.821074366569519].
Epoch: 113, Loss: 0.010028996639885008, Learning rate: [0.0019144569930121225], Start:10:37:47.097352 - End:10:42:50.163853, Prediction: [0.872758686542511].
Epoch: 114, Loss: 0.010130371277336963, Learning rate: [0.0019144569930121225], Start:10:42:50.164851 - End:10:48:15.831237, Prediction: [0.8569079637527466].
Epoch: 115, Loss: 0.012442765888408758, Learning rate: [0.0019144569930121225], Start:10:48:15.832235 - End:10:53:58.452060, Prediction: [0.8565680980682373].
Epoch: 116, Loss: 0.012175519459415227, Learning rate: [0.0019144569930121225], Start:10:53:58.453058 - End:10:59:34.234276, Prediction: [0.8830719590187073].
Epoch: 117, Loss: 0.01331566940410994, Learning rate: [0.001627288444060304], Start:10:59:34.235274 - End:11:05:44.745408, Prediction: [0.8430202007293701].
Epoch: 118, Loss: 0.010800103695946745, Learning rate: [0.001627288444060304], Start:11:05:44.746406 - End:11:12:14.039331, Prediction: [0.7191304564476013].
Epoch: 119, Loss: 0.011061144959821832, Learning rate: [0.001627288444060304], Start:11:12:14.040328 - End:11:18:23.530970, Prediction: [0.6540186405181885].
Epoch: 120, Loss: 0.010320116836519446, Learning rate: [0.001627288444060304], Start:11:18:23.531968 - End:11:23:43.397542, Prediction: [0.889333963394165].
Epoch: 121, Loss: 0.01300311517668888, Learning rate: [0.0013831951774512584], Start:11:23:43.398540 - End:11:29:39.362823, Prediction: [0.8500562906265259].
Epoch: 122, Loss: 0.0125065359895234, Learning rate: [0.0013831951774512584], Start:11:29:39.363821 - End:11:34:37.400291, Prediction: [0.6974905729293823].
Epoch: 123, Loss: 0.01124415929079987, Learning rate: [0.0013831951774512584], Start:11:34:37.401288 - End:11:40:50.666561, Prediction: [0.8994700312614441].
Epoch: 124, Loss: 0.011500557252729778, Learning rate: [0.0013831951774512584], Start:11:40:50.667558 - End:11:47:05.666198, Prediction: [0.8273373246192932].
Epoch: 125, Loss: 0.009478918424720177, Learning rate: [0.0013831951774512584], Start:11:47:05.666198 - End:11:52:21.572363, Prediction: [0.841088593006134].
Epoch: 126, Loss: 0.009951348364702427, Learning rate: [0.0013831951774512584], Start:11:52:21.573360 - End:11:57:36.777401, Prediction: [0.8374279737472534].
Epoch: 127, Loss: 0.012604895712574943, Learning rate: [0.0013831951774512584], Start:11:57:36.778399 - End:12:02:55.275634, Prediction: [0.8265231847763062].
Epoch: 128, Loss: 0.010605290809180587, Learning rate: [0.0013831951774512584], Start:12:02:55.275634 - End:12:08:52.185141, Prediction: [0.8044266700744629].
Epoch: 129, Loss: 0.012809455104288645, Learning rate: [0.0011757159008335696], Start:12:08:52.186138 - End:12:14:32.785532, Prediction: [0.8846152424812317].
Epoch: 130, Loss: 0.010085872444324195, Learning rate: [0.0011757159008335696], Start:12:14:32.786530 - End:12:19:53.332286, Prediction: [0.8739668130874634].
Epoch: 131, Loss: 0.010391441693354864, Learning rate: [0.0011757159008335696], Start:12:19:53.333283 - End:12:25:05.739807, Prediction: [0.8349064588546753].
Epoch: 132, Loss: 0.010629830451216548, Learning rate: [0.0011757159008335696], Start:12:25:05.739807 - End:12:30:18.655966, Prediction: [0.6894332766532898].
Epoch: 133, Loss: 0.007377109313383698, Learning rate: [0.0011757159008335696], Start:12:30:18.656964 - End:12:35:31.259961, Prediction: [0.9131553173065186].
Epoch: 134, Loss: 0.008192741211969405, Learning rate: [0.0011757159008335696], Start:12:35:31.259961 - End:12:41:31.203486, Prediction: [0.7919486165046692].
Epoch: 135, Loss: 0.010793325219128746, Learning rate: [0.0011757159008335696], Start:12:41:31.204483 - End:12:47:57.030430, Prediction: [0.8840429782867432].
Epoch: 136, Loss: 0.011465350085636601, Learning rate: [0.0011757159008335696], Start:12:47:57.031427 - End:12:53:06.073947, Prediction: [0.8766089081764221].
Epoch: 137, Loss: 0.010943687055842019, Learning rate: [0.0009993585157085341], Start:12:53:06.073947 - End:12:59:22.364211, Prediction: [0.8737487196922302].
Epoch: 138, Loss: 0.011143653230537892, Learning rate: [0.0009993585157085341], Start:12:59:22.364211 - End:13:05:40.321094, Prediction: [0.9000065922737122].
Epoch: 139, Loss: 0.010058594566653483, Learning rate: [0.0009993585157085341], Start:13:05:40.322092 - End:13:11:04.127037, Prediction: [0.7481382489204407].
Epoch: 140, Loss: 0.009203842778078978, Learning rate: [0.0009993585157085341], Start:13:11:04.128033 - End:13:17:14.855600, Prediction: [0.7730324268341064].
Epoch: 141, Loss: 0.010310425878851675, Learning rate: [0.000849454738352254], Start:13:17:14.855600 - End:13:23:46.400505, Prediction: [0.8306418657302856].
